"datasetName","decimalLongitude","decimalLatitude","basisOfRecord","scientificName"
"obis",120.5,-17.5,"MachineObservation","Natator depressus"
"obis",136.45942,-13.254,"HumanObservation","Natator depressus"
"obis",149.8217,-21.3728,"HumanObservation","Natator depressus"
"obis",149.3313,-21.4166,"HumanObservation","Natator depressus"
"obis",144.4437,-13.976,"HumanObservation","Natator depressus"
"obis",136.7667,-12.9833,"PreservedSpecimen","Natator depressus"
"obis",143.1359,-12.0881,"HumanObservation","Natator depressus"
"obis",150.0211,-22.1105,"HumanObservation","Natator depressus"
"obis",139.4633,-16.6306,"HumanObservation","Natator depressus"
"obis",130.88467,-12.52967,"HumanObservation","Natator depressus"
"obis",122.5,-17.5,"MachineObservation","Natator depressus"
"obis",136.96167,-12.36333,"HumanObservation","Natator depressus"
"obis",137.5,-13.5,"MachineObservation","Natator depressus"
"obis",142.8983,-11.5917,"HumanObservation","Natator depressus"
"obis",142.0888,-10.093,"HumanObservation","Natator depressus"
"obis",141.6476,-12.4205,"HumanObservation","Natator depressus"
"obis",136.62317,-11.743,"HumanObservation","Natator depressus"
"obis",136.81133,-11.6755,"HumanObservation","Natator depressus"
"obis",150.3184,-21.7428,"HumanObservation","Natator depressus"
"obis",143.875,-9.1417,"HumanObservation","Natator depressus"
"obis",130.75,-12.45,"HumanObservation","Natator depressus"
"obis",150.1781,-21.9848,"HumanObservation","Natator depressus"
"obis",142.7969,-11.155,"HumanObservation","Natator depressus"
"obis",146.5,-18.5,"MachineObservation","Natator depressus"
"obis",149.3951,-20.9137,"HumanObservation","Natator depressus"
"obis",129.74,-13.82833,"HumanObservation","Natator depressus"
"obis",129.5,-10.5,"MachineObservation","Natator depressus"
"obis",136.57917,-11.86667,"HumanObservation","Natator depressus"
"obis",135.81,-14.24,"HumanObservation","Natator depressus"
"obis",147.43333,-19.33333,"PreservedSpecimen","Natator depressus"
"obis",149.9187,-21.4911,"HumanObservation","Natator depressus"
"obis",149.1401,-20.678,"HumanObservation","Natator depressus"
"obis",136.93167,-13.635,"HumanObservation","Natator depressus"
"obis",136.03531,-11.79939,"HumanObservation","Natator depressus"
"obis",142.0617,-10.2183,"HumanObservation","Natator depressus"
"obis",143.4417,-9.7783,"HumanObservation","Natator depressus"
"obis",132.79333,-11.38833,"HumanObservation","Natator depressus"
"obis",150.1238,-21.9962,"HumanObservation","Natator depressus"
"obis",141.3667,-12.8833,"PreservedSpecimen","Natator depressus"
"obis",143.125,-10.4667,"HumanObservation","Natator depressus"
"obis",130.43333,-12.52167,"HumanObservation","Natator depressus"
"obis",130.49,-12.58333,"HumanObservation","Natator depressus"
"obis",132.92833,-11.355,"HumanObservation","Natator depressus"
"obis",149.8454,-21.9909,"HumanObservation","Natator depressus"
"obis",149.6137,-20.7723,"HumanObservation","Natator depressus"
"obis",135.1583,-11.2,"HumanObservation","Natator depressus"
"obis",149.7832,-21.6002,"HumanObservation","Natator depressus"
"obis",136.81781,-11.66522,"HumanObservation","Natator depressus"
"obis",150.7533,-23.1033,"HumanObservation","Natator depressus"
"obis",129.25,-14.85,"HumanObservation","Natator depressus"
"obis",136.976,-15.6055,"HumanObservation","Natator depressus"
"obis",136.26,-13.59,"HumanObservation","Natator depressus"
"obis",139.6181,-17.0987,"HumanObservation","Natator depressus"
"obis",139.2873,-16.7364,"HumanObservation","Natator depressus"
"obis",118.5,-20.5,"MachineObservation","Natator depressus"
"obis",131.105,-11.28667,"HumanObservation","Natator depressus"
"obis",134.695,-11.965,"HumanObservation","Natator depressus"
"obis",136.5417,-14.255,"HumanObservation","Natator depressus"
"obis",142.1054,-10.058,"HumanObservation","Natator depressus"
"obis",151.89,-24.18,"HumanObservation","Natator depressus"
"obis",136.5,-14,"PreservedSpecimen","Natator depressus"
"obis",150.2545,-22.2032,"HumanObservation","Natator depressus"
"obis",146.84683,-19.17066,"HumanObservation","Natator depressus"
"obis",132.88167,-11.14667,"HumanObservation","Natator depressus"
"obis",130.01787,-13.1261,"HumanObservation","Natator depressus"
"obis",149.7148,-21.4498,"HumanObservation","Natator depressus"
"obis",150.4249,-21.7543,"HumanObservation","Natator depressus"
"obis",149.4716,-21.7177,"HumanObservation","Natator depressus"
"obis",141.7272,-12.2283,"HumanObservation","Natator depressus"
"obis",149.7069,-21.4477,"HumanObservation","Natator depressus"
"obis",128.5,-10.5,"MachineObservation","Natator depressus"
"obis",136.7983,-14.0983,"HumanObservation","Natator depressus"
"obis",135.6333,-11.9667,"HumanObservation","Natator depressus"
"obis",136.5333,-11.7783,"HumanObservation","Natator depressus"
"obis",150.9283,-23.335,"HumanObservation","Natator depressus"
"obis",130.53333,-11.28333,"HumanObservation","Natator depressus"
"obis",142.409,-10.7422,"HumanObservation","Natator depressus"
"obis",144.0167,-11.45,"HumanObservation","Natator depressus"
"obis",139.9367,-17.645,"HumanObservation","Natator depressus"
"obis",130.045,-11.75833,"HumanObservation","Natator depressus"
"obis",136.6875,-11.821,"HumanObservation","Natator depressus"
"obis",130.34917,-12.68083,"HumanObservation","Natator depressus"
"obis",143.7667,-9.5833,"HumanObservation","Natator depressus"
"obis",133.48,-11.49667,"HumanObservation","Natator depressus"
"obis",136.46583,-13.2491,"HumanObservation","Natator depressus"
"obis",149.4265,-20.9162,"HumanObservation","Natator depressus"
"obis",141.485,-12.76667,"HumanObservation","Natator depressus"
"obis",136.89533,-13.85187,"HumanObservation","Natator depressus"
"obis",132.46,-11.003,"HumanObservation","Natator depressus"
"obis",136.62,-11.84667,"HumanObservation","Natator depressus"
"obis",131.28333,-12.05,"HumanObservation","Natator depressus"
"obis",153.35791,-25.00931,"HumanObservation","Natator depressus"
"obis",132.35337,-11.1463,"HumanObservation","Natator depressus"
"obis",142.0497,-10.3535,"HumanObservation","Natator depressus"
"obis",135.99667,-13.84983,"HumanObservation","Natator depressus"
"obis",148.7229,-20.648,"HumanObservation","Natator depressus"
"obis",139.6467,-17.54,"HumanObservation","Natator depressus"
"obis",152.0074,-24.4394,"HumanObservation","Natator depressus"
"obis",130.01333,-13.165,"HumanObservation","Natator depressus"
"obis",130.01833,-13.16667,"HumanObservation","Natator depressus"
"obis",130.02,-13.17083,"HumanObservation","Natator depressus"
"obis",142.1817,-10.7699,"HumanObservation","Natator depressus"
"obis",147.18333,-19.23333,"HumanObservation","Natator depressus"
"obis",148.6847,-20.6144,"HumanObservation","Natator depressus"
"obis",129.36667,-14.36667,"HumanObservation","Natator depressus"
"obis",152.47,-21.98,"HumanObservation","Natator depressus"
"obis",148.8918,-20.8302,"HumanObservation","Natator depressus"
"obis",130.37333,-11.17,"HumanObservation","Natator depressus"
"obis",143.8642,-13.0372,"HumanObservation","Natator depressus"
"obis",136.38333,-14.22417,"HumanObservation","Natator depressus"
"obis",149.2964,-21.3382,"HumanObservation","Natator depressus"
"obis",136.14067,-13.3865,"HumanObservation","Natator depressus"
"obis",143.4917,-9.5667,"HumanObservation","Natator depressus"
"obis",149.5163,-22.0778,"HumanObservation","Natator depressus"
"obis",144.0333,-9.95,"HumanObservation","Natator depressus"
"obis",149.0641,-20.619,"HumanObservation","Natator depressus"
"obis",143.28,-11.86,"HumanObservation","Natator depressus"
"obis",150.1165,-21.9306,"HumanObservation","Natator depressus"
"obis",130.99433,-11.35683,"HumanObservation","Natator depressus"
"obis",148.9166,-20.8568,"HumanObservation","Natator depressus"
"obis",130.91,-12.34,"HumanObservation","Natator depressus"
"obis",130.00892,-13.11608,"HumanObservation","Natator depressus"
"obis",153.10407,-30.36686,"HumanObservation","Natator depressus"
"obis",149.1983,-20.6972,"HumanObservation","Natator depressus"
"obis",135.61917,-14.507,"HumanObservation","Natator depressus"
"obis",136.11532,-11.55522,"HumanObservation","Natator depressus"
"obis",136.67333,-12.87667,"HumanObservation","Natator depressus"
"obis",130.01667,-13.16667,"HumanObservation","Natator depressus"
"obis",132.14333,-11.12333,"HumanObservation","Natator depressus"
"obis",120.6,-19.8,"PreservedSpecimen","Natator depressus"
"obis",142.0333,-10.8667,"HumanObservation","Natator depressus"
"obis",142.5278,-10.685,"HumanObservation","Natator depressus"
"obis",142.5115,-10.7066,"HumanObservation","Natator depressus"
"obis",132.28,-12.2,"PreservedSpecimen","Natator depressus"
"obis",150.3244,-21.66,"HumanObservation","Natator depressus"
"obis",136.53,-11.77,"HumanObservation","Natator depressus"
"obis",130.35,-12.78167,"HumanObservation","Natator depressus"
"obis",124.5,-15.5,"MachineObservation","Natator depressus"
"obis",135.81167,-12.15,"HumanObservation","Natator depressus"
"obis",115.4,-20.8,"PreservedSpecimen","Natator depressus"
"obis",150.4289,-21.7628,"HumanObservation","Natator depressus"
"obis",149.208,-21.2491,"HumanObservation","Natator depressus"
"obis",149.6587,-21.9624,"HumanObservation","Natator depressus"
"obis",144.0167,-11.6,"HumanObservation","Natator depressus"
"obis",130.4375,-12.51733,"HumanObservation","Natator depressus"
"obis",148.7313,-20.6899,"HumanObservation","Natator depressus"
"obis",142.1305,-10.1892,"HumanObservation","Natator depressus"
"obis",140.3458,-17.682,"HumanObservation","Natator depressus"
"obis",149.4704,-21.8431,"HumanObservation","Natator depressus"
"obis",136.008,-11.65,"HumanObservation","Natator depressus"
"obis",132.5,-12.5,"MachineObservation","Natator depressus"
"obis",150.1877,-21.9842,"HumanObservation","Natator depressus"
"obis",149.1404,-20.7113,"HumanObservation","Natator depressus"
"obis",150.3351,-21.6698,"HumanObservation","Natator depressus"
"obis",130.19833,-11.605,"HumanObservation","Natator depressus"
"obis",136.295,-11.4622,"PreservedSpecimen","Natator depressus"
"obis",136.10617,-13.36692,"HumanObservation","Natator depressus"
"obis",130.41833,-12.53833,"HumanObservation","Natator depressus"
"obis",130.67667,-12.41167,"HumanObservation","Natator depressus"
"obis",132.99,-11.08667,"HumanObservation","Natator depressus"
"obis",136.36667,-11.407,"PreservedSpecimen","Natator depressus"
"obis",132.28453,-11.09859,"HumanObservation","Natator depressus"
"obis",143.03,-11.38,"HumanObservation","Natator depressus"
"obis",136.9345,-14.151,"HumanObservation","Natator depressus"
"obis",130.73667,-12.42833,"HumanObservation","Natator depressus"
"obis",135.686,-14.90522,"HumanObservation","Natator depressus"
"obis",132.2945,-11.57067,"HumanObservation","Natator depressus"
"obis",138.1933,-15.775,"PreservedSpecimen","Natator depressus"
"obis",143.016,-11.109,"HumanObservation","Natator depressus"
"obis",135.15449,-11.7,"HumanObservation","Natator depressus"
"obis",151.545,-24.0183,"HumanObservation","Natator depressus"
"obis",132.98833,-11.08,"HumanObservation","Natator depressus"
"obis",130.65217,-11.82067,"HumanObservation","Natator depressus"
"obis",149.2708,-20.8076,"HumanObservation","Natator depressus"
"obis",142.3857,-10.7684,"HumanObservation","Natator depressus"
"obis",115.6,-20.4,"PreservedSpecimen","Natator depressus"
"obis",130.36983,-11.20733,"HumanObservation","Natator depressus"
"obis",131.13,-11.25,"HumanObservation","Natator depressus"
"obis",143.5298,-12.8448,"HumanObservation","Natator depressus"
"obis",133.41917,-11.49283,"HumanObservation","Natator depressus"
"obis",149.1914,-21.0543,"HumanObservation","Natator depressus"
"obis",133.39217,-11.48733,"HumanObservation","Natator depressus"
"obis",139.78444,-16.18167,"HumanObservation","Natator depressus"
"obis",131.06461,-11.31112,"HumanObservation","Natator depressus"
"obis",149.8253,-21.6033,"HumanObservation","Natator depressus"
"obis",130.5,-12.57667,"HumanObservation","Natator depressus"
"obis",152.2,-24.6563,"HumanObservation","Natator depressus"
"obis",124.5,-12.5,"MachineObservation","Natator depressus"
"obis",136.77,-13.96667,"HumanObservation","Natator depressus"
"obis",142.175,-9.9567,"HumanObservation","Natator depressus"
"obis",130.33783,-12.8585,"HumanObservation","Natator depressus"
"obis",152.4567,-24.825,"HumanObservation","Natator depressus"
"obis",136.85333,-14.2975,"HumanObservation","Natator depressus"
"obis",142.5,-9.5,"MachineObservation","Natator depressus"
"obis",139.1708,-17.2027,"HumanObservation","Natator depressus"
"obis",134.98933,-12.03617,"HumanObservation","Natator depressus"
"obis",139.495,-17.4167,"HumanObservation","Natator depressus"
"obis",141.86667,-12.61667,"PreservedSpecimen","Natator depressus"
"obis",150.4311,-21.7519,"HumanObservation","Natator depressus"
"obis",136.0133,-12.2167,"HumanObservation","Natator depressus"
"obis",130.40667,-11.16833,"HumanObservation","Natator depressus"
"obis",149.0638,-20.635,"HumanObservation","Natator depressus"
"obis",150.75,-23.13,"HumanObservation","Natator depressus"
"obis",132.13784,-11.58858,"HumanObservation","Natator depressus"
"obis",142.7909,-11.1338,"HumanObservation","Natator depressus"
"obis",136.31085,-13.52165,"HumanObservation","Natator depressus"
"obis",142.1283,-10.0283,"HumanObservation","Natator depressus"
"obis",143.5328,-12.8401,"HumanObservation","Natator depressus"
"obis",136.1683,-11.6833,"HumanObservation","Natator depressus"
"obis",132.15,-11.266,"PreservedSpecimen","Natator depressus"
"obis",136.2517,-13.45,"HumanObservation","Natator depressus"
"obis",141.5,-11.5,"MachineObservation","Natator depressus"
"obis",136.66317,-11.83183,"HumanObservation","Natator depressus"
"obis",136.891,-13.673,"HumanObservation","Natator depressus"
"obis",136.92833,-14.34667,"HumanObservation","Natator depressus"
"obis",132.86167,-11.08333,"HumanObservation","Natator depressus"
"obis",136.8845,-14.41522,"HumanObservation","Natator depressus"
"obis",150.1176,-21.9181,"HumanObservation","Natator depressus"
"obis",150.3227,-22.2368,"HumanObservation","Natator depressus"
"obis",136.18617,-11.64733,"HumanObservation","Natator depressus"
"obis",142.1507,-10.2125,"HumanObservation","Natator depressus"
"obis",143.2745,-12.4396,"HumanObservation","Natator depressus"
"obis",136.07633,-11.60175,"HumanObservation","Natator depressus"
"obis",136.48667,-11.805,"HumanObservation","Natator depressus"
"obis",142.1241,-10.9835,"HumanObservation","Natator depressus"
"obis",136.78783,-14.144,"HumanObservation","Natator depressus"
"obis",136.78017,-15.57683,"HumanObservation","Natator depressus"
"obis",143.9667,-13.3667,"HumanObservation","Natator depressus"
"obis",143.0819,-12.1614,"HumanObservation","Natator depressus"
"obis",130.78017,-11.83483,"HumanObservation","Natator depressus"
"obis",129.41733,-14.4445,"HumanObservation","Natator depressus"
"obis",149.0455,-20.9199,"HumanObservation","Natator depressus"
"obis",142.4133,-10.255,"HumanObservation","Natator depressus"
"obis",139.1421,-16.7622,"HumanObservation","Natator depressus"
"obis",130.01917,-13.135,"HumanObservation","Natator depressus"
"obis",130.39,-11.16667,"HumanObservation","Natator depressus"
"obis",130.325,-11.13333,"HumanObservation","Natator depressus"
"obis",143.4083,-9.825,"HumanObservation","Natator depressus"
"obis",136.925,-13.805,"HumanObservation","Natator depressus"
"obis",146.8667,-19.1,"HumanObservation","Natator depressus"
"obis",142.0943,-10.0782,"HumanObservation","Natator depressus"
"obis",142.92,-11.2433,"HumanObservation","Natator depressus"
"obis",149.6599,-21.3772,"HumanObservation","Natator depressus"
"obis",122.2,-16.9,"PreservedSpecimen","Natator depressus"
"obis",139.4519,-16.6689,"HumanObservation","Natator depressus"
"obis",136.956,-14.17936,"HumanObservation","Natator depressus"
"obis",115.5,-20.5,"MachineObservation","Natator depressus"
"obis",135.91,-14.04,"HumanObservation","Natator depressus"
"obis",142.37,-10.7683,"HumanObservation","Natator depressus"
"obis",149.3082,-21.3599,"HumanObservation","Natator depressus"
"obis",130.8395,-12.50183,"HumanObservation","Natator depressus"
"obis",136.825,-11.6667,"HumanObservation","Natator depressus"
"obis",130.00967,-13.16092,"HumanObservation","Natator depressus"
"obis",136.84667,-14.20333,"HumanObservation","Natator depressus"
"obis",135.15693,-11.69518,"HumanObservation","Natator depressus"
"obis",120.5,-18.5,"MachineObservation","Natator depressus"
"obis",136.7113,-11.9168,"PreservedSpecimen","Natator depressus"
"obis",143.4013,-12.6799,"HumanObservation","Natator depressus"
"obis",136.03333,-11.68667,"HumanObservation","Natator depressus"
"obis",141.5,-13.5,"MachineObservation","Natator depressus"
"obis",149.8634,-22.146,"HumanObservation","Natator depressus"
"obis",149.3967,-20.7812,"HumanObservation","Natator depressus"
"obis",134.98333,-12.03333,"HumanObservation","Natator depressus"
"obis",142.1172,-10.3528,"HumanObservation","Natator depressus"
"obis",149.4703,-20.9301,"HumanObservation","Natator depressus"
"obis",143.0941,-12.2052,"HumanObservation","Natator depressus"
"obis",136.22367,-13.44217,"HumanObservation","Natator depressus"
"obis",143.5667,-11.8833,"HumanObservation","Natator depressus"
"obis",136.51833,-14.2425,"HumanObservation","Natator depressus"
"obis",142.1099,-10.1948,"HumanObservation","Natator depressus"
"obis",130.94517,-11.32617,"HumanObservation","Natator depressus"
"obis",142.413,-10.7268,"HumanObservation","Natator depressus"
"obis",130.37333,-11.16667,"HumanObservation","Natator depressus"
"obis",146.8667,-19.1167,"HumanObservation","Natator depressus"
"obis",136.84033,-13.90187,"HumanObservation","Natator depressus"
"obis",130.42417,-11.18583,"HumanObservation","Natator depressus"
"obis",115.8,-21.1,"PreservedSpecimen","Natator depressus"
"obis",136.175,-14.215,"HumanObservation","Natator depressus"
"obis",135.14667,-11.91467,"HumanObservation","Natator depressus"
"obis",138.8842,-16.875,"HumanObservation","Natator depressus"
"obis",148.9945,-20.9023,"HumanObservation","Natator depressus"
"obis",131.47667,-11.39667,"HumanObservation","Natator depressus"
"obis",130.01667,-13.13333,"HumanObservation","Natator depressus"
"obis",150.3144,-21.7364,"HumanObservation","Natator depressus"
"obis",130.43782,-12.50948,"HumanObservation","Natator depressus"
"obis",135.057,-11.95383,"HumanObservation","Natator depressus"
"obis",130.82283,-11.8525,"HumanObservation","Natator depressus"
"obis",141.4267,-9.8239,"HumanObservation","Natator depressus"
"obis",136.75,-13.43333,"PreservedSpecimen","Natator depressus"
"obis",149.8482,-22.002,"HumanObservation","Natator depressus"
"obis",150.3225,-21.6595,"HumanObservation","Natator depressus"
"obis",136.11617,-11.55967,"HumanObservation","Natator depressus"
"obis",149.2636,-21.1753,"HumanObservation","Natator depressus"
"obis",136.866,-15.566,"PreservedSpecimen","Natator depressus"
"obis",132.306,-11.122,"PreservedSpecimen","Natator depressus"
"obis",143.81778,-14.065,"HumanObservation","Natator depressus"
"obis",149.5996,-20.8701,"HumanObservation","Natator depressus"
"obis",142.93,-11.595,"HumanObservation","Natator depressus"
"obis",143.4369,-12.6132,"HumanObservation","Natator depressus"
"obis",150.1076,-21.931,"HumanObservation","Natator depressus"
"obis",115.5,-20.5,"PreservedSpecimen","Natator depressus"
"obis",141.7571,-12.8267,"HumanObservation","Natator depressus"
"obis",136.2485,-11.95933,"HumanObservation","Natator depressus"
"obis",142.1553,-10.2148,"HumanObservation","Natator depressus"
"obis",149.6629,-21.3088,"HumanObservation","Natator depressus"
"obis",142.1646,-10.5984,"HumanObservation","Natator depressus"
"obis",130.435,-12.52167,"HumanObservation","Natator depressus"
"obis",149.4243,-20.9107,"HumanObservation","Natator depressus"
"obis",136.72,-11.08,"PreservedSpecimen","Natator depressus"
"obis",130.00867,-13.1235,"HumanObservation","Natator depressus"
"obis",136.99937,-14.086,"PreservedSpecimen","Natator depressus"
"obis",142.3483,-10.8467,"HumanObservation","Natator depressus"
"obis",142.1783,-10.06,"HumanObservation","Natator depressus"
"obis",152.062,-24.5203,"HumanObservation","Natator depressus"
"obis",133.3997,-11.48616,"HumanObservation","Natator depressus"
"obis",148.871,-20.8059,"HumanObservation","Natator depressus"
"obis",130.41167,-11.80333,"HumanObservation","Natator depressus"
"obis",130.806,-11.3644,"HumanObservation","Natator depressus"
"obis",131.07,-11.305,"HumanObservation","Natator depressus"
"obis",132.72333,-11.285,"HumanObservation","Natator depressus"
"obis",150.0141,-22.1075,"HumanObservation","Natator depressus"
"obis",149.3349,-21.4253,"HumanObservation","Natator depressus"
"obis",142.9883,-11.0067,"HumanObservation","Natator depressus"
"obis",149.5,-21.5,"MachineObservation","Natator depressus"
"obis",130.41667,-12.53717,"HumanObservation","Natator depressus"
"obis",136.32833,-14.24383,"HumanObservation","Natator depressus"
"obis",136.08698,-11.59689,"HumanObservation","Natator depressus"
"obis",150.1752,-21.9754,"HumanObservation","Natator depressus"
"obis",143.0333,-11.4833,"HumanObservation","Natator depressus"
"obis",142.1669,-10.2098,"HumanObservation","Natator depressus"
"obis",140.9518,-17.1101,"HumanObservation","Natator depressus"
"obis",118.1,-20.4,"PreservedSpecimen","Natator depressus"
"obis",143.5436,-12.8446,"HumanObservation","Natator depressus"
"obis",140.5,-13.5,"MachineObservation","Natator depressus"
"obis",115.5,-17.5,"MachineObservation","Natator depressus"
"obis",143.0333,-11.1167,"HumanObservation","Natator depressus"
"obis",142.1439,-11.0614,"HumanObservation","Natator depressus"
"obis",150.3115,-22.329,"HumanObservation","Natator depressus"
"obis",136.897,-13.66783,"HumanObservation","Natator depressus"
"obis",141.81754,-12.03196,"PreservedSpecimen","Natator depressus"
"obis",129.5,-11.5,"MachineObservation","Natator depressus"
"obis",137.02217,-15.89617,"HumanObservation","Natator depressus"
"obis",136.2348,-14.3435,"PreservedSpecimen","Natator depressus"
"obis",142.12,-10.0217,"HumanObservation","Natator depressus"
"obis",152.4683,-24.8483,"HumanObservation","Natator depressus"
"obis",136.9255,-13.66183,"HumanObservation","Natator depressus"
"obis",140.1588,-17.7068,"HumanObservation","Natator depressus"
"obis",142.9917,-11.2383,"HumanObservation","Natator depressus"
"obis",148.95108,-20.14844,"HumanObservation","Natator depressus"
"obis",131.15384,-11.80258,"HumanObservation","Natator depressus"
"obis",149.8307,-21.3788,"HumanObservation","Natator depressus"
"obis",149.2594,-20.8076,"HumanObservation","Natator depressus"
"obis",149.03333,-20.91667,"PreservedSpecimen","Natator depressus"
"obis",149.1107,-20.5902,"HumanObservation","Natator depressus"
"obis",149.5863,-22.1413,"HumanObservation","Natator depressus"
"obis",136.01,-11.68333,"HumanObservation","Natator depressus"
"obis",136.14791,-13.39581,"HumanObservation","Natator depressus"
"obis",149.5193,-22.0336,"HumanObservation","Natator depressus"
"obis",149.4335,-21.7588,"HumanObservation","Natator depressus"
"obis",136.00167,-11.71017,"HumanObservation","Natator depressus"
"obis",143.4,-9.8667,"HumanObservation","Natator depressus"
"obis",143.4156,-12.5911,"HumanObservation","Natator depressus"
"obis",149.2424,-21.0985,"HumanObservation","Natator depressus"
"obis",151.95,-23.3333,"HumanObservation","Natator depressus"
"obis",149.0054,-20.9153,"HumanObservation","Natator depressus"
"obis",129.36,-14.40333,"HumanObservation","Natator depressus"
"obis",149.3085,-21.3597,"HumanObservation","Natator depressus"
"obis",150.93,-23.35,"PreservedSpecimen","Natator depressus"
"obis",152.5455,-25.0748,"HumanObservation","Natator depressus"
"obis",142.4914,-10.6969,"HumanObservation","Natator depressus"
"obis",134.95092,-12.01652,"HumanObservation","Natator depressus"
"obis",152.4172,-24.7721,"HumanObservation","Natator depressus"
"obis",136.905,-13.6667,"HumanObservation","Natator depressus"
"obis",150.2202,-21.9203,"HumanObservation","Natator depressus"
"obis",130.37805,-11.16766,"HumanObservation","Natator depressus"
"obis",152.5,-25.5,"MachineObservation","Natator depressus"
"obis",150.0626,-22.1481,"HumanObservation","Natator depressus"
"obis",143.1083,-10.405,"HumanObservation","Natator depressus"
"obis",142.0682,-11.5326,"HumanObservation","Natator depressus"
"obis",150.164,-21.9872,"HumanObservation","Natator depressus"
"obis",131.24667,-11.22,"HumanObservation","Natator depressus"
"obis",149.851,-22.002,"HumanObservation","Natator depressus"
"obis",144.5,-13.5,"MachineObservation","Natator depressus"
"obis",128.5,-13.5,"MachineObservation","Natator depressus"
"obis",130.01667,-13.1275,"HumanObservation","Natator depressus"
"obis",151.5,-22.5,"MachineObservation","Natator depressus"
"obis",150.2443,-21.5192,"HumanObservation","Natator depressus"
"obis",130.387,-11.16733,"HumanObservation","Natator depressus"
"obis",136.93333,-13.64167,"HumanObservation","Natator depressus"
"obis",129.495,-14.06833,"HumanObservation","Natator depressus"
"obis",149.8933,-21.972,"HumanObservation","Natator depressus"
"obis",136.03446,-11.79857,"HumanObservation","Natator depressus"
"obis",149.1611,-20.7578,"HumanObservation","Natator depressus"
"obis",131.0625,-11.31283,"HumanObservation","Natator depressus"
"obis",142.1523,-10.2237,"HumanObservation","Natator depressus"
"obis",135.96728,-11.87305,"HumanObservation","Natator depressus"
"obis",142.3467,-10.55,"HumanObservation","Natator depressus"
"obis",150.9333,-23.3333,"HumanObservation","Natator depressus"
"obis",130.91667,-11.31333,"HumanObservation","Natator depressus"
"obis",142.4006,-10.7988,"HumanObservation","Natator depressus"
"obis",149.7092,-21.44,"HumanObservation","Natator depressus"
"obis",143.17,-9.87,"HumanObservation","Natator depressus"
"obis",152.4333,-24.7983,"HumanObservation","Natator depressus"
"obis",145.5,-13.5,"MachineObservation","Natator depressus"
"obis",136.25,-11.96,"HumanObservation","Natator depressus"
"obis",142.1203,-10.0225,"HumanObservation","Natator depressus"
"obis",149.2489,-20.8076,"HumanObservation","Natator depressus"
"obis",142.3821,-10.7038,"HumanObservation","Natator depressus"
"obis",136.87333,-12.09167,"HumanObservation","Natator depressus"
"obis",138,-16.55,"HumanObservation","Natator depressus"
"obis",146.7833,-19.1333,"HumanObservation","Natator depressus"
"obis",132.85286,-11.05692,"HumanObservation","Natator depressus"
"obis",149.7897,-21.604,"HumanObservation","Natator depressus"
"obis",142.21667,-10.58333,"PreservedSpecimen","Natator depressus"
"obis",150.1181,-21.9495,"HumanObservation","Natator depressus"
"obis",148.9431,-20.8645,"HumanObservation","Natator depressus"
"obis",152.8037,-25.2485,"HumanObservation","Natator depressus"
"obis",149.463,-21.9112,"HumanObservation","Natator depressus"
"obis",133.3876,-11.54453,"HumanObservation","Natator depressus"
"obis",136.92283,-13.66,"HumanObservation","Natator depressus"
"obis",149.8251,-21.6018,"HumanObservation","Natator depressus"
"obis",150.7767,-22.965,"HumanObservation","Natator depressus"
"obis",144.045,-9.95,"HumanObservation","Natator depressus"
"obis",130.36965,-11.20381,"HumanObservation","Natator depressus"
"obis",136.917,-15.49717,"HumanObservation","Natator depressus"
"obis",135.95448,-11.75023,"HumanObservation","Natator depressus"
"obis",135.8767,-12.1683,"HumanObservation","Natator depressus"
"obis",149.1571,-21.0267,"HumanObservation","Natator depressus"
"obis",148.9546,-20.8793,"HumanObservation","Natator depressus"
"obis",136.61667,-11.74,"HumanObservation","Natator depressus"
"obis",136.0883,-13.3117,"HumanObservation","Natator depressus"
"obis",139.1472,-17.1087,"HumanObservation","Natator depressus"
"obis",143.3333,-10.1383,"HumanObservation","Natator depressus"
"obis",153.37606,-27.64007,"HumanObservation","Natator depressus"
"obis",142.10112,-10.98601,"HumanObservation","Natator depressus"
"obis",142.2178,-10.5803,"HumanObservation","Natator depressus"
"obis",150.0311,-20.9108,"HumanObservation","Natator depressus"
"obis",130.08883,-11.8225,"HumanObservation","Natator depressus"
"obis",149.8776,-22.0553,"HumanObservation","Natator depressus"
"obis",136.4,-13.62333,"HumanObservation","Natator depressus"
"obis",136.79033,-13.92087,"HumanObservation","Natator depressus"
"obis",143.5343,-13.3413,"HumanObservation","Natator depressus"
"obis",149.1492,-20.9833,"HumanObservation","Natator depressus"
"obis",136.71133,-11.91683,"PreservedSpecimen","Natator depressus"
"obis",136.3453,-11.4347,"PreservedSpecimen","Natator depressus"
"obis",139.381,-16.6583,"HumanObservation","Natator depressus"
"obis",148.8987,-20.5472,"HumanObservation","Natator depressus"
"obis",130.13333,-12.95567,"HumanObservation","Natator depressus"
"obis",121.29349,-19.09486,"HumanObservation","Natator depressus"
"obis",142.3785,-10.8398,"HumanObservation","Natator depressus"
"obis",143.7333,-13.65,"HumanObservation","Natator depressus"
"obis",136.65,-13.23333,"PreservedSpecimen","Natator depressus"
"obis",136.79283,-14.0402,"HumanObservation","Natator depressus"
"obis",133.12,-11.65,"HumanObservation","Natator depressus"
"obis",136.035,-11.795,"HumanObservation","Natator depressus"
